Token,Nodes,Smart_Contract_Flags,Dates
139451,"(554284, 604799, 731914, 746514, 798952, 964158, 980812, 987771, 988828, 994467, 1010187, 1175001, 1183083, 1227408, 1410803, 1446630, 1456278, 1481207, 1490702, 1563782, 1697937, 1706369, 1764843, 1765715, 1770196, 1849515, 1882268, 1882476, 1883639, 1889976, 2085451, 2119620, 2173078, 2290952, 2504490, 2621254, 2673892, 2749184, 2843892, 2904678, 2985841, 3013912, 3022492, 3077786, 3101558, 3176875, 3237980, 3238231, 3246707, 3315314, 3334496, 3432725, 3452979, 3454227, 3482301, 3587658, 3622687, 3627337, 3714111, 3754238, 4110725, 4274789, 4343642, 4505691, 4568238, 4660337, 4684246, 4687210, 4691022, 5172614, 5291186, 5292388, 5357557, 5518448, 5532910, 5536127, 5571668, 5572827, 5576724, 5647425, 5685591, 6055160, 6058694, 6084266, 6369918, 6430137, 6466891, 6481021, 6588903, 6597587, 6613461, 6615362, 6620592, 6758611, 6775019, 6820751, 6848032, 6848902, 6850232, 6851222)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-07-15
139451,"(680920, 683612, 755641, 885616, 894602, 895069, 947669, 971227, 982905, 1017212, 1046257, 1190149, 1209616, 1348507, 1369926, 1374000, 1421113, 1456278, 1497948, 1533883, 1601646, 1636690, 1670881, 1700017, 1922310, 1922681, 1966045, 2289223, 2319701, 2651944, 2807394, 2875828, 2904678, 2919658, 3077786, 3202234, 3250064, 3268850, 3359965, 3367615, 3452979, 3518983, 3607929, 3741812, 3931656, 4016716, 4032618, 4253924, 4272591, 4285847, 4330931, 4345617, 4488626, 4515604, 4592978, 4616331, 4628247, 4637151, 4660337, 4665352, 4691022, 4758567, 4813886, 4919955, 5189635, 5205395, 5407992, 5536127, 5541565, 5576724, 5601361, 5663032, 5670080, 5730208, 6065165, 6180462, 6207105, 6426335, 6430137, 6444883, 6576568, 6577276, 6717860, 6787908, 6823069, 6825461, 6837149, 6851988, 6877744, 6921973, 6927665, 6938437, 6938438, 6939754, 6939755, 6941017, 6941018, 6941264, 6941265, 6942990)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0)",2023-08-05
139451,"(679824, 701384, 759752, 790913, 859385, 870262, 939024, 958679, 999668, 1019870, 1035085, 1057348, 1132617, 1193474, 1385634, 1456278, 1462568, 1491239, 1515207, 1528538, 1589892, 1590984, 1869094, 1882476, 1901572, 1966045, 2040923, 2134520, 2202584, 2290266, 2327528, 2548237, 2668043, 2807394, 2959061, 3009203, 3150845, 3237980, 3333839, 3359774, 3528065, 3576070, 3663822, 3704119, 3726739, 3742086, 3742105, 4081110, 4367390, 4421862, 4421903, 4919955, 4922046, 5313612, 5380690, 5380855, 5405591, 5450065, 5511174, 5521034, 5528808, 5587308, 5587362, 5587480, 5587559, 5587589, 5587604, 5587776, 5587790, 5587840, 5587853, 5587971, 5588324, 5589165, 5599770, 5620281, 5677328, 5995134, 6046979, 6110468, 6288395, 6439100, 6577276, 6619809, 6630828, 6787908, 6810220, 6837149, 6920009, 7118981, 7197373, 7274994, 7330833, 7330867, 7346820, 7354291, 7430305, 7442341, 7446682, 7447117)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",2023-11-12
139451,"(448570, 452058, 834447, 845892, 883360, 926538, 970461, 994267, 1008600, 1015928, 1043545, 1053168, 1084055, 1106036, 1121787, 1178785, 1187286, 1227469, 1233959, 1417622, 1456278, 1460062, 1560765, 1569862, 1650054, 1680211, 1683527, 1751907, 1764834, 1809110, 1827737, 1838992, 2069548, 2078926, 2106960, 2122091, 2130605, 2235561, 2325704, 2362297, 2503263, 2533389, 2639929, 2757293, 3139664, 3162018, 3218104, 3218820, 3305815, 3442316, 3741021, 3770750, 3979362, 4031770, 4058929, 4281756, 4331108, 4343642, 4572190, 4867313, 4919841, 4922046, 5004495, 5309385, 5313612, 5418361, 5474302, 5494880, 5599770, 5620281, 5677328, 5878987, 6046979, 6110468, 6129116, 6183941, 6207105, 6254277, 6408759, 6588658, 6636035, 6730173, 6797741, 6834448, 6915891, 6925523, 6964791, 7017010, 7045682, 7234077, 7294077, 7429856, 7442342, 7461181, 7471500, 7492116, 7504335, 7505611, 7509669, 7513865)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-12-08
139451,"(448570, 755249, 765788, 768597, 834365, 935544, 947850, 969414, 987771, 1038161, 1039184, 1124117, 1165901, 1226979, 1280676, 1320494, 1417622, 1456278, 1474963, 1617650, 1653078, 1764834, 1841877, 1847326, 1976344, 2055552, 2078926, 2121709, 2240419, 2321782, 2437221, 2619745, 2760118, 2826457, 2857509, 2926658, 3265161, 3600204, 3704119, 3778850, 3938816, 4058868, 4058929, 4243343, 4302731, 4343642, 4354925, 4568238, 5120432, 5312286, 5377648, 5437539, 5454962, 5511557, 5575001, 5599770, 5639076, 5648717, 5648981, 5649662, 5656469, 5704968, 5962497, 6053829, 6084266, 6109872, 6153008, 6207105, 6212281, 6249714, 6270471, 6500689, 6678664, 6760159, 6810220, 6821749, 7123442, 7288219, 7317954, 7330833, 7330867, 7429856, 7471500, 7472118, 7476149, 7488238, 7501301, 7518011, 7555918, 7582662, 7602378, 7613998, 7616922, 7621347, 7640758, 7642529, 7646065, 7652910, 7667509, 7668787)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2024-01-23
139451,"(667580, 735822, 826117, 833410, 856283, 879564, 963744, 969414, 996632, 1003623, 1227408, 1230960, 1283507, 1320494, 1462784, 1485883, 1521581, 1601814, 1666488, 1742913, 1826607, 1847326, 1885424, 1916732, 1972110, 2012384, 2163638, 2391934, 2539539, 2628566, 2629580, 2699583, 2704614, 2729203, 2907723, 3001783, 3122363, 3194798, 3404532, 3428467, 3499334, 3586148, 3707280, 3736768, 4239962, 4568238, 4614328, 4628247, 4640388, 5309184, 5322447, 5458125, 5502976, 5573517, 5638726, 5639076, 5656072, 5656469, 5662825, 5698254, 5980028, 6046979, 6097693, 6186925, 6199958, 6207105, 6212281, 6214863, 6472383, 6582981, 6621313, 6810220, 6842933, 6896899, 6957659, 7027462, 7058346, 7163274, 7176153, 7221804, 7234077, 7294077, 7330867, 7438407, 7471500, 7473754, 7474488, 7476149, 7491263, 7497425, 7599677, 7602378, 7643542, 7682173, 7695977, 7789824, 7800534, 7803432, 7806058, 7806140)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2024-02-20
139451,"(156272, 168487, 482328, 727862, 768597, 926538, 971604, 1018207, 1102029, 1183585, 1242255, 1270594, 1335278, 1357329, 1491239, 1536239, 1680758, 1716315, 1858877, 2128615, 2131243, 2163993, 2294780, 2493272, 2517348, 2550667, 2904678, 2950706, 3012781, 3042510, 3114648, 3205759, 3250064, 3371827, 3415141, 3582921, 3621585, 3643951, 3693409, 3706278, 3741021, 3767272, 3796895, 3844038, 3996455, 4058929, 4110725, 4354925, 4616331, 4616932, 4684417, 4716513, 4861796, 4979145, 5174545, 5183102, 5246581, 5313612, 5566558, 5576724, 5656469, 5736779, 6055160, 6057552, 6076402, 6212281, 6254277, 6306364, 6365453, 6477659, 6581009, 6678669, 6807740, 6807741, 7163274, 7302099, 7330833, 7420613, 7425748, 7438407, 7447439, 7459243, 7471500, 7473964, 7514885, 7548562, 7602378, 7605361, 7614236, 7636947, 7640758, 7678083, 7683859, 7723345, 7740490, 7833355, 7866000, 7890415, 7902922, 7904287)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2024-03-22
156393,"(1031620, 1233342, 1366618, 1389185, 1587903, 1742690, 1749020, 1935631, 2009126, 2082566, 2196630, 2249449, 2254879, 2289167, 2324384, 2477569, 2573679, 2576514, 2633653, 2666498, 2728899, 2740787, 2746074, 2805207, 2811467, 2822855, 2879507, 2895539, 2923999, 2980094, 2983080, 2997081, 3011469, 3038452, 3113832, 3190706, 3202589, 3240712, 3265542, 3297970, 3338284, 3407984, 3417186, 3443810, 3494036, 3503996, 3566208, 3669467, 3676567, 3697271, 3699215, 3752448, 3790803, 3791063, 3819979, 3822709, 3941423, 3948242, 3958985, 3961297, 3986700, 4045212, 4173433, 4328195, 4337218, 4345144, 4349003, 4470339, 4514976, 4583583, 4650895, 4740814, 4801603, 5029934, 5247787, 5337254, 5376089, 5520894, 5576386, 5815554, 5944176, 5945238, 5960543, 6055160, 6096439, 6117408, 6340724, 6343612, 6423290, 6446037, 6588567, 6729121, 6729122, 6738325, 6748048, 6842933, 6848558, 6851586, 6854735, 6858131)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",2023-07-17
36353,"(574258, 952951, 1048367, 1084058, 1100886, 1117109, 1168155, 1168563, 1209016, 1245490, 1292259, 1300757, 1360018, 1397158, 1413105, 1546222, 1562112, 1590514, 1771068, 1922310, 2062427, 2062685, 2127570, 2196206, 2230546, 2269581, 2411375, 2444202, 2546759, 2666752, 2687783, 2695987, 2798089, 2854493, 2869026, 2895802, 2898556, 2899412, 2958015, 3045600, 3122125, 3142932, 3367293, 3382182, 3420373, 3421500, 3449574, 3484371, 3528065, 3566788, 3612148, 3664067, 3767808, 3820602, 3833204, 3904973, 4108138, 4350065, 4370415, 4498507, 4498509, 4542734, 4561769, 4593203, 4614328, 4616331, 4641837, 4664317, 4684189, 4690037, 4804879, 4919955, 4961547, 4980714, 5209322, 5255451, 5263777, 5577915, 5600854, 5607785, 5635574, 5637093, 5694816, 6031613, 6051447, 6055160, 6444883, 6478846, 6490654, 6500190, 6617716, 6704196, 6810220, 6811070, 6811074, 6811478, 6812592, 6814556, 6861558, 6865436)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-07-19
148310,"(1265947, 2379854, 2457290, 2878763, 3133963, 3137793, 3154164, 3171564, 3230802, 3410826, 3753797, 4084788, 4211483, 4266871, 4608256, 4758165, 5217942, 5302590, 5338445, 5474763, 6155186, 6196408, 6196477, 6200606, 6200609, 6768836, 6805002, 6805032, 6805051, 6805064, 6805085, 6805099, 6805105, 6805112, 6805184, 6805208, 6805215, 6805235, 6805254, 6805272, 6805295, 6808101, 6808104, 6808108, 6808110, 6808115, 6808124, 6808126, 6808128, 6808132, 6808156, 6808225, 6808230, 6808234, 6808238, 6808242, 6808253, 6808264, 6810117, 6810386, 6810867, 6810871, 6810928, 6812491, 6812498, 6812509, 6812524, 6812530, 6812536, 6812547, 6812552, 6812557, 6812563, 6812585, 6812589, 6812591, 6812594, 6812606, 6812611, 6812624, 6812628, 6812632, 6812634, 6812656, 6812661, 6812665, 6812668, 6812672, 6812675, 6812680, 6855329, 6855516, 6855540, 6855703, 6855714, 6866352, 6866594, 6866651, 6866667, 6871093)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-07-20
185648,"(405296, 613027, 724866, 746480, 770576, 864450, 868615, 878543, 885851, 946276, 998300, 1066493, 1076098, 1087084, 1091960, 1125567, 1153278, 1165801, 1168237, 1182456, 1244961, 1273560, 1293090, 1300144, 1363211, 1379877, 1580605, 1596746, 1644793, 1865829, 2260984, 2794161, 2797144, 2887681, 2897766, 2945548, 2945829, 2951178, 3048802, 3100101, 3365124, 3569314, 3578771, 3578922, 3660045, 3756433, 3880999, 3932063, 3942762, 3943226, 4081641, 4099209, 4388140, 4437259, 4501572, 4590502, 4649228, 4655250, 4670909, 4713561, 4745098, 5105182, 5235482, 5504451, 5603728, 5607610, 5628529, 5636207, 5880066, 5944360, 5956985, 6028213, 6220410, 6478846, 6531646, 6536633, 6572271, 6607893, 6766249, 6774159, 6807741, 6809129, 6809131, 6834322, 6867472, 6870172, 6870188, 6870201, 6870248, 6870270, 6870279, 6870330, 6870397, 6870443, 6870567, 6873585, 6876731, 6878633, 6878759, 6878896)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-07-22
187147,"(814166, 828569, 902803, 937939, 969414, 1084587, 1179296, 1239666, 1335278, 1399354, 1403927, 1456278, 1461557, 1497538, 1536998, 1554504, 1570723, 1726479, 1768039, 1805704, 1932052, 2071251, 2258174, 2358174, 2423465, 2503431, 2519720, 2524308, 2536085, 2603166, 2761371, 2854213, 2863996, 2885077, 2925189, 2933913, 3026073, 3129643, 3130350, 3134381, 3147762, 3200577, 3317931, 3408825, 3427971, 3491581, 3567788, 3592024, 3639497, 3643571, 3663709, 3705446, 3737546, 3794498, 3844229, 3867945, 3938388, 3939873, 3987695, 3990385, 4000812, 4060437, 4310600, 4682183, 4757726, 4778868, 4835017, 4978865, 5324509, 5368954, 5381556, 5470329, 5528137, 5540715, 5598636, 5636877, 5640242, 5648330, 5670080, 5898657, 5966914, 5997194, 6052668, 6094622, 6145493, 6220385, 6237339, 6248315, 6430137, 6467987, 6494562, 6592760, 6618781, 6715211, 6767187, 6826971, 6884383, 6896899, 6906811, 6926819)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-08-03
24940,"(633681, 682483, 688639, 750560, 781543, 813464, 869107, 946934, 956252, 991072, 995323, 996658, 1034236, 1054225, 1099346, 1473100, 1515207, 1559744, 1605003, 1692951, 2145477, 2267086, 2267099, 2267145, 2267167, 2267187, 2267203, 2267340, 2267371, 2267402, 2267484, 2267773, 2269376, 2269640, 2274979, 2275632, 2275965, 2276375, 2280554, 2283373, 2897175, 2945880, 2985467, 3041118, 3385260, 3385310, 3385848, 3432155, 3510250, 3510741, 3511059, 3615182, 3810147, 3822486, 3909678, 3967754, 3967756, 4069386, 4126264, 4159882, 4210189, 4389981, 4398549, 4404821, 4441244, 4459216, 4504916, 4672343, 4713580, 4795570, 4883996, 5210931, 5215226, 5215232, 5536122, 5558710, 6055160, 6215102, 6238707, 6250919, 6352679, 6434491, 6552013, 6607893, 6624550, 6657957, 6678502, 6753761, 6757808, 6759396, 6763624, 6793468, 6797868, 6917623, 6943918, 6946784, 6947336, 6949830, 6949831, 6950314)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0)",2023-08-06
132974,"(746538, 905202, 1151584, 1218560, 1360018, 1456278, 1747772, 1841167, 1887752, 2092273, 2110085, 2158165, 2172761, 2231928, 2299575, 2489371, 2534252, 2697663, 2742632, 2803980, 2844048, 2856910, 2933436, 2954281, 2981058, 3040680, 3112042, 3136324, 3180879, 3288694, 3367293, 3398568, 3452329, 3476614, 3494681, 3684642, 3767272, 3796895, 3870346, 3871481, 3942434, 4001261, 4019832, 4022965, 4062544, 4179376, 4226773, 4255036, 4255268, 4272722, 4288630, 4335312, 4358573, 4544610, 4567469, 4604246, 4758674, 4832109, 4875405, 4979189, 5008033, 5045784, 5145972, 5286087, 5321313, 5457787, 5468078, 5476274, 5535940, 5538730, 5545007, 5572018, 5633187, 5678781, 5696379, 5893307, 5898657, 6055160, 6057331, 6104929, 6340724, 6462414, 6471864, 6477268, 6601007, 6610075, 6754592, 6757551, 6772447, 6814073, 6835624, 6850177, 6875319, 6920417, 6952020, 6955788, 6957345, 6957930, 6958007, 6958962)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-08-08
181141,"(175466, 441068, 446926, 597355, 609059, 695207, 717032, 724402, 742049, 755515, 760858, 771831, 786903, 792968, 808781, 813618, 839027, 841150, 852920, 874187, 876636, 929596, 937609, 995113, 1020171, 1031725, 1082852, 1091826, 1134907, 1251624, 1254107, 1303372, 1325385, 1332462, 1489600, 1552739, 1554566, 1588775, 1669405, 1669513, 1675401, 1779216, 1809938, 1824401, 1826292, 1842968, 1848878, 1865292, 1904252, 1951682, 1992494, 2175377, 2203844, 2207630, 2291477, 2308022, 2321495, 2344428, 2344927, 2345862, 2372319, 2373216, 2445844, 2494839, 2517598, 2599010, 2646519, 2841080, 2850782, 2911457, 2982008, 2982964, 3004608, 3006686, 3055455, 3115600, 3176905, 3177037, 3240157, 3347539, 3418681, 3419157, 3441110, 3531998, 3833556, 3944969, 4538631, 4563142, 4761825, 5013053, 5178878, 5320796, 5354528, 5356760, 5428503, 5484083, 5511679, 6190702, 6231918, 6781870)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-08-12
184577,"(82885, 787819, 820822, 839055, 842107, 893771, 994427, 1018715, 1143400, 1165791, 1182551, 1196106, 1244961, 1281498, 1355793, 1371578, 1372154, 1389807, 1421601, 1421831, 1423032, 1453952, 1478256, 1499389, 1536043, 1558853, 1855439, 1888228, 2211837, 2244009, 2345907, 2590370, 2637416, 2891247, 2895491, 2908564, 2925189, 2958626, 2987226, 3101558, 3156483, 3205297, 3225444, 3248033, 3303981, 3305553, 3439961, 3518983, 3703191, 3727489, 3818125, 4073835, 4434875, 4636652, 4694273, 4843723, 4870753, 5118304, 5157601, 5403283, 5603720, 5648353, 5700163, 5976093, 5991357, 6085172, 6107054, 6141085, 6423052, 6471788, 6489445, 6495192, 6547604, 6680126, 6696955, 6707428, 6707654, 6783082, 6808232, 6811744, 6821469, 6825591, 6831487, 6851448, 6899226, 6899946, 6910821, 6935513, 6993295, 7022763, 7022866, 7024676, 7027076, 7042034, 7045054, 7046924, 7047386, 7047498, 7049955, 7050644)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",2023-08-19
187995,"(745895, 906495, 999994, 1008045, 1102656, 1104906, 1135128, 1142613, 1220347, 1391067, 1399354, 1443248, 1476882, 1536332, 1552961, 1571463, 1783369, 1792674, 1803945, 1990927, 2057411, 2158854, 2206985, 2246704, 2257359, 2259589, 2351156, 2552781, 2642011, 2661537, 2687117, 2704281, 2723058, 2728805, 2754560, 2768074, 2780619, 2793098, 2850450, 3157639, 3201151, 3218926, 3219177, 3229154, 3285277, 3343295, 3473274, 3541035, 3583249, 3603910, 3673116, 3720964, 3722079, 3739629, 3816059, 3829189, 3936069, 3991344, 4093256, 4146991, 4265673, 4592878, 4622724, 4636652, 4657355, 4665036, 4970943, 5224426, 5241100, 5339924, 5353171, 5431606, 5454717, 5604999, 5943639, 6055160, 6101797, 6169527, 6177135, 6369418, 6424653, 6490150, 6607893, 6610754, 6652407, 6684553, 6817069, 6861256, 6875827, 6897272, 6905902, 6954148, 6974755, 7008194, 7016822, 7016870, 7045554, 7059832, 7059853, 7060056)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2023-08-21
